CUPOM;DATA;PLACA;POSTO;KM ATUAL;KM FINAL;DESCRIÇÃO DO ABASTECIMENTO;CONSUMO;DESCONTO;VALOR UNIT;CUSTO TOTAL;C/ DESC;KM Rodados ;KM/Litro;;;;;;;;;;;;
Ajuste M.;12/08/2023;FSR 0H16;;107401;;GASOLINA;38,52;;;R$ 0,00;R$ 0,00;-32892,00;-853,89;;;;;;;;;;;;
Ajuste M.;12/08/2023;PZA 3995;;290303;;GASOLINA;35,00;;;R$ 0,00;R$ 0,00;182902,00;5225,77;;;;;;;;;;;;
Ajuste M.;13/08/2023;EWJ 1D79;;675629;;DIESEL;142,00;;;R$ 0,00;R$ 0,00;542005,00;3816,94;;;;;;;;;;;;
Ajuste M.;13/08/2023;FMZ 8I54;;220899;;DIESEL;509,00;;;R$ 0,00;R$ 0,00;-102072,00;-200,53;;;;;;;;;;;;
345732;13/08/2023;QPA 8450;GRAAL ALEMÃO;321451;DIESEL;DIESEL;40,00;42,00;5,86;192,40;R$ 4,81;56370,00;1409,25;;;;;;;;;;;;
6693;14/08/2023;BPQ 3I53;REDETUKAS;140609;DIESEL;DIESEL;38;;4,90;R$ 186,20;0,00;-224517,00;-5908,34;;;;;;;;;;;;
6693;14/08/2023;FHI 8909;REDETUKAS;333030;DIESEL;DIESEL;142;;4,90;R$ 695,80;0,00;200247,00;1410,19;;;;;;;;;;;;
200893;14/08/2023;FJV 3D37;TATITA FERNÃO DIAS;96832;DIESEL;DIESEL;101,00;;4,83;R$ 487,83;4,83;-167743,00;-1660,82;;;;;;;;;;;;
6693;14/08/2023;FJV 3D37;REDETUKAS;97188;DIESEL;DIESEL;66,00;;4,90;R$ 323,40;0,00;-167893,00;-2543,83;;;;;;;;;;;;
322092;14/08/2023;FSR 0H16;POSTO ZÉ RAMOS;107844;GASOLINA;GASOLINA;43,83;;5,49;R$ 240,63;R$ 5,49;10656,00;243,12;;;;;;;;;;;;
12289;14/08/2023;FZG 4F66;BEIRA MINHO;409051;DIESEL;DIESEL;49,5;;5,19;256,91;R$ 5,19;87821,00;1774,16;;;;;;;;;;;;
6693;14/08/2023;FZG 5A23;REDETUKAS;135184;DIESEL;DIESEL;148,00;;4,90;R$ 725,20;R$ 4,90;-154686,00;-1045,18;;;;;;;;;;;;
12504;14/08/2023;GWI 4D64;BEIRA MINHO;87448;DIESEL;DIESEL;160,48;;5,19;832,89;R$ 5,19;-290944,00;-1812,96;;;;;;;;;;;;
6693;14/08/2023;HOB 1G50;REDETUKAS;671164;DIESEL;DIESEL;86;;4,90;R$ 421,40;R$ 4,90;564213,00;6560,62;;;;;;;;;;;;
6693;14/08/2023;NYF 1166;REDETUKAS;722182;DIESEL;DIESEL;106;;4,90;519,40;R$ 4,90;401280,00;3785,66;;;;;;;;;;;;
249261;14/08/2023;OQG 0668;DOM PEDRO ESTIVA;953936;DIESEL;DIESEL;611;;5,09;R$ 3.109,99;R$ 5,09;837432,00;1370,59;;;;;;;;;;;;
12443;14/08/2023;OQK 6717;BEIRA MINHO;318556;DIESEL;DIESEL;110,02;;5,19;571,00;R$ 5,19;250347,00;2275,47;;;;;;;;;;;;
Ajuste M.;14/08/2023;PVD 2450;;641655;;DIESEL;93,00;;;R$ 0,00;R$ 0,00;149336,00;1605,76;;;;;;;;;;;;
637102;14/08/2023;PVD 2450;DOM PEDRO DE LEME;641570;DIESEL;DIESEL;97,45;;5,09;R$ 496,02;R$ 5,09;506386,00;5196,37;;;;;;;;;;;;
Ajuste M.;14/08/2023;PZA 3995;;291058;;GASOLINA;42,00;;;R$ 0,00;R$ 0,00;-350512,00;-8345,52;;;;;;;;;;;;
321988;14/08/2023;PZE 8684;POSTO ZÉ RAMOS;378422;DIESEL;DIESEL;131,98;;4,99;R$ 658,58;R$ 4,99;30,00;0,23;;;;;;;;;;;;
6693;14/08/2023;QQM 5087;REDETUKAS;265529;DIESEL;DIESEL;64;;4,90;R$ 313,60;R$ 4,90;-410100,00;-6407,81;;;;;;;;;;;;
6693;14/08/2023;QWS 8608;REDETUKAS;239629;DIESEL;DIESEL;86;;4,90;421,40;R$ 4,90;-50674,00;-589,23;;;;;;;;;;;;
6693;14/08/2023;RUJ 4I21;REDETUKAS;69951;DIESEL;DIESEL;84;;4,90;411,60;R$ 4,90;-422368,00;-5028,19;;;;;;;;;;;;
6693;15/08/2023;AXS 9G25;REDETUKAS;906079;DIESEL;DIESEL;306;;4,90;1499,40;R$ 4,90;616848,00;2015,84;;;;;;;;;;;;
322487;15/08/2023;BPQ 3I53;POSTO ZÉ RAMOS;140833;DIESEL;DIESEL;28,379;;5,09;R$ 144,45;5,09;44001,00;1550,48;;;;;;;;;;;;
6693;15/08/2023;EBO 0I79;REDETUKAS;493153;DIESEL;DIESEL;297;;4,90;R$ 1.455,30;0,00;834,00;2,81;;;;;;;;;;;;
6693;15/08/2023;EWJ 1D79;REDETUKAS;675891;DIESEL;DIESEL;72;;4,90;R$ 352,80;0,00;310765,00;4316,18;;;;;;;;;;;;
Ajuste M.;15/08/2023;EZT 5167;;227222;;GASOLINA;37,56;;;R$ 0,00;R$ 0,00;160465,00;4272,23;;;;;;;;;;;;
Ajuste M.;15/08/2023;FJV 3D37;;97943;;DIESEL;125,00;;;R$ 0,00;R$ 0,00;-311108,00;-2488,86;;;;;;;;;;;;
557516;15/08/2023;GWI 4D64;COMBO AUTO POSTO;87734;DIESEL;DIESEL;89,12;;5,95;530,26;R$ 5,95;-202569,00;-2272,99;;;;;;;;;;;;
322432;15/08/2023;HGJ 5319;POSTO ZÉ RAMOS;151120;DIESEL;DIESEL;209,68;;5,09;R$ 1.067,27;R$ 5,09;-75748,00;-361,26;;;;;;;;;;;;
13030;15/08/2023;OOY 7286;BEIRA MINHO;398358;DIESEL;DIESEL;96,65;;5,19;501,61;R$ 5,19;178628,00;1848,19;;;;;;;;;;;;
Ajuste M.;15/08/2023;OQD 1416;;1038325;;DIESEL;509,00;;;R$ 0,00;R$ 0,00;639967,00;1257,30;;;;;;;;;;;;
Ajuste M.;15/08/2023;PZA 3995;;291264;;GASOLINA;14,00;;;R$ 0,00;R$ 0,00;-747061,00;-53361,50;;;;;;;;;;;;
557534;15/08/2023;PZE 8689;COMBO AUTO POSTO;301704;DIESEL;DIESEL;111,721;;5,69;R$ 635,69;R$ 5,69;38158,00;341,55;;;;;;;;;;;;
322475;15/08/2023;QQM 5087;POSTO ZÉ RAMOS;266099;DIESEL;DIESEL;78,98;;5,09;R$ 402,01;R$ 5,09;196148,00;2483,51;;;;;;;;;;;;
6605;16/08/2023;AXS 9G25;REDETUKAS;906861;DIESEL;DIESEL;341;;4,90;1670,90;R$ 4,90;755741,00;2216,25;;;;;;;;;;;;
6693;16/08/2023;BPQ 3I53;REDETUKAS;141159;DIESEL;DIESEL;44;;4,90;R$ 215,60;0,00;-124370,00;-2826,59;;;;;;;;;;;;
557729;16/08/2023;CPN 1798;COMBO AUTO POSTO;616288;DIESEL;DIESEL;109,35;;5,95;R$ 650,63;R$ 5,95;-57646,00;-527,17;;;;;;;;;;;;
6693;16/08/2023;EWJ 1D79;REDETUKAS;676290;DIESEL;DIESEL;107;;4,90;R$ 524,30;0,00;399,00;3,73;;;;;;;;;;;;
Ajuste M.;16/08/2023;FJV 3D37;;98595;;DIESEL;104,00;;;R$ 0,00;R$ 0,00;-577296,00;-5550,92;;;;;;;;;;;;
6693;16/08/2023;FZG 4F66;REDETUKAS;409246;DIESEL;DIESEL;27;;4,90;132,30;R$ 4,90;188347,00;6975,81;;;;;;;;;;;;
6693;16/08/2023;FZG 4F66;REDETUKAS;409366;DIESEL;DIESEL;17;;4,90;83,30;R$ 4,90;-206922,00;-12171,88;;;;;;;;;;;;
579890;16/08/2023;FZG 5A23;AUTO POSTO GRUTA;135632;DIESEL;DIESEL;100,77;;5,89;R$ 593,54;R$ 5,89;-505938,00;-5020,67;;;;;;;;;;;;
6693;16/08/2023;GGN 2B61;REDETUKAS;118377;DIESEL;DIESEL;384;;4,90;1881,60;R$ 4,90;-246749,00;-642,58;;;;;;;;;;;;
6693;16/08/2023;HOB 1G50;REDETUKAS;671716;DIESEL;DIESEL;118;;4,90;R$ 578,20;R$ 4,90;-282220,00;-2391,69;;;;;;;;;;;;
6693;16/08/2023;PVD 2450;REDETUKAS;642126;DIESEL;DIESEL;119;;4,90;583,10;R$ 4,90;491006,00;4126,10;;;;;;;;;;;;
6693;16/08/2023;PZE 8684;REDETUKAS;379108;DIESEL;DIESEL;111;;4,90;R$ 543,90;R$ 4,90;-659217,00;-5938,89;;;;;;;;;;;;
6693;16/08/2023;QMQ 5351;REDETUKAS;365899;DIESEL;DIESEL;175,00;;4,90;857,50;R$ 4,90;269067,00;1537,53;;;;;;;;;;;;
6693;16/08/2023;QPA 8450;REDETUKAS;322326;DIESEL;DIESEL;159,00;;4,90;779,10;R$ 4,90;214482,00;1348,94;;;;;;;;;;;;
14984;17/08/2023;CPN 2A40;BEIRA MINHO;370139;DIESEL;DIESEL;91,69;;5,69;R$ 521,72;R$ 5,69;37663,00;410,76;;;;;;;;;;;;
201536;17/08/2023;FMZ 8I54;TATITA FERNÃO DIAS;221566;;ARLA;67,441;24,28;3,69;224,58;R$ 3,33;;;;;;;;;;;;;;
557968;17/08/2023;GWI 4D64;COMBO AUTO POSTO;88226;DIESEL;DIESEL;154,25;;6,16;950,18;R$ 6,16;-177873,00;-1153,15;;;;;;;;;;;;
717810;17/08/2023;PVD 2450;GAVIÃO DA ANHANGUERA;642777;DIESEL;DIESEL;127,171;;6,01;764,30;R$ 6,01;233531,00;1836,35;;;;;;;;;;;;
166576;18/08/2023;BPQ 3I53;RODOPOSTO MIRANTE;141441;DIESEL;DIESEL;35,965;33,08;6,81;R$ 211,84;5,89;-534849,00;-14871,37;;;;;;;;;;;;
201831;18/08/2023;BPQ 3I53;TATITA FERNÃO DIAS;141746;DIESEL;DIESEL;38,01;;5,89;R$ 223,88;5,89;-228393,00;-6008,76;;;;;;;;;;;;
6693;18/08/2023;EBO 0I79;REDETUKAS;493968;DIESEL;DIESEL;300;;4,90;R$ 1.470,00;0,00;-412111,00;-1373,70;;;;;;;;;;;;
Ajuste M.;18/08/2023;FHI 8909;;333452;;DIESEL;95,00;;;R$ 0,00;R$ 0,00;193159,00;2033,25;;;;;;;;;;;;
6693;18/08/2023;FJV 3D37;REDETUKAS;99059;DIESEL;DIESEL;70,00;;4,90;R$ 343,00;0,00;-310187,00;-4431,24;;;;;;;;;;;;
201709;18/08/2023;FZG 4F66;TATITA FERNÃO DIAS;409487;DIESEL;DIESEL;17,83;;5,89;105,02;R$ 5,89;-262229,00;-14707,18;;;;;;;;;;;;
15800;18/08/2023;FZG 4F66;BEIRA MINHO;409809;DIESEL;DIESEL;33,02;;5,99;197,79;R$ 5,99;322,00;9,75;;;;;;;;;;;;
201767;18/08/2023;FZG 5A23;TATITA FERNÃO DIAS;136413;DIESEL;DIESEL;185,90;;5,89;R$ 1.094,95;R$ 5,89;37818,00;203,43;;;;;;;;;;;;
201809;18/08/2023;NYF 1166;TATITA FERNÃO DIAS;722524;DIESEL;DIESEL;93,761;;5,89;552,25;R$ 5,89;344102,00;3669,99;;;;;;;;;;;;
323349;18/08/2023;QMQ 5351;POSTO ZÉ RAMOS;366444;DIESEL;DIESEL;122,33;;5,89;720,52;R$ 5,89;230812,00;1886,81;;;;;;;;;;;;
201778;18/08/2023;QQM 5087;TATITA FERNÃO DIAS;266586;DIESEL;DIESEL;55,25;;5,89;R$ 325,42;R$ 5,89;-349702,00;-6329,45;;;;;;;;;;;;
15413;18/08/2023;QWS 8608;BEIRA MINHO;240329;DIESEL;DIESEL;140,8;;5,69;801,15;R$ 5,69;-481853,00;-3422,25;;;;;;;;;;;;
323253;18/08/2023;RUJ 4I21;POSTO ZÉ RAMOS;70581;DIESEL;DIESEL;79,46;;5,89;468,02;R$ 5,89;-835498,00;-10514,70;;;;;;;;;;;;
323253;18/08/2023;RUJ 4I21;POSTO ZÉ RAMOS;70581;ARLA;ARLA;1,85;;3,69;R$ 6,84;R$ 3,69;;;;;;;;;;;;;;
202007;19/08/2023;AXS 9G25;TATITA FERNÃO DIAS;907646;DIESEL;DIESEL;324,959;;5,89;1914,01;R$ 5,89;785,00;2,42;;;;;;;;;;;;
348393;20/08/2023;AXS 9G25;TIGRÃO DA DUTRA;907972;DIESEL;DIESEL;152;162,63;7,01;902,89;R$ 5,94;326,00;2,14;;;;;;;;;;;;
652376;20/08/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;618774;DIESEL;DIESEL;126;;6,11;R$ 769,86;R$ 6,11;220416,00;1749,33;;;;;;;;;;;;
Ajuste M.;20/08/2023;EBO 0I79;;494694;;DIESEL;245,20;;;R$ 0,00;R$ 0,00;128795,00;525,27;;;;;;;;;;;;
296082;20/08/2023;FZG 5A23;POSTO SCARIOT;137324;DIESEL;DIESEL;184,02;241,07;7,30;R$ 1.102,27;R$ 5,99;38265,00;207,94;;;;;;;;;;;;
697542;21/08/2023;BPQ 3I53;DOM PEDRO I 124 SUL;142049;DIESEL;DIESEL;39,151;;5,79;R$ 226,68;5,79;-500077,00;-12773,03;;;;;;;;;;;;
6693;21/08/2023;FZG 4F66;REDETUKAS;410081;DIESEL;DIESEL;33;;4,90;161,70;R$ 4,90;274449,00;8316,64;;;;;;;;;;;;
296656;21/08/2023;FZG 5A23;POSTO SCARIOT;137985;ARLA;ARLA;21,097;;3,19;R$ 67,30;R$ 3,19;;;;;;;;;;;;;;
296654;21/08/2023;FZG 5A23;POSTO SCARIOT;137985;DIESEL;DIESEL;172,48;184,55;7,30;R$ 1.074,56;R$ 6,23;-504792,00;-2926,65;;;;;;;;;;;;
189033;21/08/2023;OQG 0668;TATITA FERNÃO DIAS;954591;DIESEL;DIESEL;506,65;;4,89;R$ 2.477,52;R$ 4,89;847190,00;1672,14;;;;;;;;;;;;
244247;21/08/2023;OQG 0668;DOM PEDRO ATIBAIA;955825;DIESEL;DIESEL;660;;6,09;R$ 4.019,40;R$ 6,09;1234,00;1,87;;;;;;;;;;;;
6693;21/08/2023;PVD 2450;REDETUKAS;643088;DIESEL;DIESEL;93;;4,90;455,70;R$ 4,90;544493,00;5854,76;;;;;;;;;;;;
558972;21/08/2023;PZE 8689;COMBO AUTO POSTO;302201;DIESEL;DIESEL;99,361;;6,58;R$ 653,80;R$ 6,58;-368963,00;-3713,36;;;;;;;;;;;;
324196;21/08/2023;QMQ 5351;POSTO ZÉ RAMOS;366679;ARLA;ARLA;27,57;;3,69;R$ 101,72;R$ 3,69;;;;;;;;;;;;;;
904102;21/08/2023;RUJ 4I21;POSTO BELA VISTA ;70702;DIESEL;DIESEL;13,126;12,46;7,00;79,42;R$ 6,05;-295197,00;-22489,49;;;;;;;;;;;;
133040;22/08/2023;AXS 9G25;ULTRAMARINO;908805;DIESEL;DIESEL;296,531;29,66;6,05;1764,35;R$ 5,95;767364,00;2587,80;;;;;;;;;;;;
Ajuste M.;22/08/2023;BPQ 3I53;;142234;;DIESEL;24;;;R$ 0,00;0,00;488,00;20,33;;;;;;;;;;;;
13822;22/08/2023;BPQ 3I53;BORTOLETO CIA;142572;DIESEL;DIESEL;44,54;;5,99;R$ 266,79;5,99;-812019,00;-18231,23;;;;;;;;;;;;
653213;22/08/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;619302;DIESEL;DIESEL;138,96;;5,99;R$ 832,37;R$ 5,99;210056,00;1511,63;;;;;;;;;;;;
132692;22/08/2023;EWJ 1D79;ULTRAMARINO;676784;DIESEL;DIESEL;116,87;11,69;5,99;R$ 688,36;5,89;358228,00;3065,18;;;;;;;;;;;;
6693;22/08/2023;FMZ 8I54;REDETUKAS;221589;DIESEL;DIESEL;592;;5,80;3433,60;R$ 5,80;-455195,00;-768,91;;;;;;;;;;;;
132289;22/08/2023;FSR 0H16;TATITA CENTRO;108383;GASOLINA;GASOLINA;39,8;;5,79;230,44;R$ 5,79;38432,00;965,63;;;;;;;;;;;;
6693;22/08/2023;FZG 4F66;REDETUKAS;410406;DIESEL;DIESEL;41;;4,90;200,90;R$ 4,90;339704,00;8285,46;;;;;;;;;;;;
6693;22/08/2023;GGN 2B61;REDETUKAS;119371;DIESEL;DIESEL;260;;4,90;1274,00;R$ 4,90;31637,00;121,68;;;;;;;;;;;;
18864;22/08/2023;GWI 4D64;BEIRA MINHO;88944;DIESEL;DIESEL;200,59;;5,99;1201,53;R$ 5,99;-320107,00;-1595,83;;;;;;;;;;;;
132846;22/08/2023;HGJ 5319;ULTRAMARINO;151856;DIESEL;DIESEL;182,29;18,23;5,69;R$ 1.019,00;R$ 5,59;-340463,00;-1867,70;;;;;;;;;;;;
18542;22/08/2023;OQK 6717;BEIRA MINHO;319143;DIESEL;DIESEL;99,48;;5,99;595,89;R$ 5,99;-351654,00;-3534,92;;;;;;;;;;;;
329727;22/08/2023;PVD 2450;POSTO CRISTAL;643678;DIESEL;DIESEL;130,23;35,16;5,92;735,80;R$ 5,65;502237,00;3856,54;;;;;;;;;;;;
6693;22/08/2023;PZE 8684;REDETUKAS;379814;DIESEL;DIESEL;110;;4,90;R$ 539,00;R$ 4,90;238981,00;2172,55;;;;;;;;;;;;
6693;22/08/2023;QMQ 5351;REDETUKAS;366898;DIESEL;DIESEL;103,00;;4,90;504,70;R$ 4,90;999,00;9,70;;;;;;;;;;;;
559410;22/08/2023;QNU 5805;COMBO AUTO POSTO;325206;DIESEL;DIESEL;57,621;;6,58;379,15;R$ 6,58;24093,00;418,13;;;;;;;;;;;;
6693;22/08/2023;QPA 8450;REDETUKAS;323043;DIESEL;DIESEL;150,00;;4,90;735,00;R$ 4,90;-352848,00;-2352,32;;;;;;;;;;;;
6693;22/08/2023;QQM 5087;REDETUKAS;267128;DIESEL;DIESEL;66;;4,90;R$ 323,40;R$ 4,90;-142238,00;-2155,12;;;;;;;;;;;;
202651;22/08/2023;RMF 8H75;TATITA FERNÃO DIAS;153623;GASOLINA;GASOLINA;45,239;;5,89;R$ 266,46;5,89;-113505,00;-2509,01;;;;;;;;;;;;
6693;22/08/2023;RUJ 4I21;REDETUKAS;71072;DIESEL;DIESEL;47;;4,90;230,30;R$ 4,90;-883519,00;-18798,28;;;;;;;;;;;;
6693;22/08/2023;SIJ 7J52;REDETUKAS;513;DIESEL;DIESEL;33;;4,90;R$ 161,70;0,00;;;;;;;;;;;;;;
6873;23/08/2023;BPQ 3I53;REDETUKAS;142804;DIESEL;DIESEL;27;;5,80;R$ 156,60;0,00;-9052,00;-335,26;;;;;;;;;;;;
202799;23/08/2023;EBO 0I79;TATITA FERNÃO DIAS;494818;ARLA;ARLA;44,531;16,03;3,69;R$ 148,29;3,33;;;;;;;;;;;;;;
6873;23/08/2023;FJV 3D37;REDETUKAS;99298;DIESEL;DIESEL;99,00;;5,80;R$ 574,20;0,00;-807563,00;-8157,20;;;;;;;;;;;;
591653;23/08/2023;FMZ 8I54;POSTO ITASUL;221859;DIESEL;DIESEL;510,46;;5,89;R$ 3.006,61;R$ 5,89;-421229,00;-825,19;;;;;;;;;;;;
6873;23/08/2023;FZG 5A23;REDETUKAS;138804;DIESEL;DIESEL;148,00;;5,80;R$ 858,40;R$ 5,80;68223,00;460,97;;;;;;;;;;;;
6873;23/08/2023;HOB 1G50;REDETUKAS;672583;DIESEL;DIESEL;184;;5,80;R$ 1.067,20;R$ 5,80;-49599,00;-269,56;;;;;;;;;;;;
6873;23/08/2023;PVD 2450;REDETUKAS;643951;DIESEL;DIESEL;62;;5,80;359,60;R$ 5,80;544653,00;8784,73;;;;;;;;;;;;
202784;23/08/2023;PZA 3995;TATITA FERNÃO DIAS;291557;GASOLINA;GASOLINA;19,92;;5,89;R$ 117,33;R$ 5,89;-352394,00;-17690,46;;;;;;;;;;;;
202805;23/08/2023;PZE 8684;TATITA FERNÃO DIAS;379825;ARLA;ARLA;16,60;5,98;3,69;R$ 55,26;R$ 3,33;;;;;;;;;;;;;;
875603;23/08/2023;QWS 8608;BEIRA MINHO;240980;DIESEL;DIESEL;126,82;;5,99;759,65;R$ 5,99;-50284,00;-396,50;;;;;;;;;;;;
126891;24/08/2023;AXS 9G25;TIGRÃO DA DUTRA;909811;DIESEL;DIESEL;407,02;374,45;7,01;2478,73;R$ 6,09;576359,00;1416,06;;;;;;;;;;;;
654150;24/08/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;619787;DIESEL;DIESEL;115;;5,99;R$ 688,85;R$ 5,99;467931,00;4068,97;;;;;;;;;;;;
20584;24/08/2023;CPN 2A40;BEIRA MINHO;370636;DIESEL;DIESEL;81,6;;5,99;R$ 488,78;R$ 5,99;-351546,00;-4308,16;;;;;;;;;;;;
6873;24/08/2023;FHI 8909;REDETUKAS;334038;DIESEL;DIESEL;99;;5,80;R$ 574,20;0,00;-572823,00;-5786,09;;;;;;;;;;;;
6873;24/08/2023;NYF 1166;REDETUKAS;723031;DIESEL;DIESEL;147;;5,80;852,60;R$ 5,80;229878,00;1563,80;;;;;;;;;;;;
126891;24/08/2023;OQG 0668;GRAAL ALEMÃO;956598;DIESEL;DIESEL;266,002;;6,24;R$ 1.659,85;R$ 6,24;716269,00;2692,72;;;;;;;;;;;;
722268;24/08/2023;PVD 2450;GAVIÃO DA ANHANGUERA;644545;DIESEL;DIESEL;100,01;;6,01;601,04;R$ 6,01;573473,00;5734,33;;;;;;;;;;;;
654050;24/08/2023;PZA 3995;DOM PEDRO POUSO ALEGRE;292151;GASOLINA;GASOLINA;35,09;;5,89;R$ 206,68;5,89;-351800,00;-10025,65;;;;;;;;;;;;
559961;24/08/2023;QUM 8566;COMBO AUTO POSTO;135946;GASOLINA;GASOLINA;49,181;;5,94;R$ 292,14;5,94;-156205,00;-3176,12;;;;;;;;;;;;
1152169;24/08/2023;RUJ 4I21;POSTO OURO VERDE;71505;DIESEL;DIESEL;44,12;;5,86;258,54;R$ 5,86;-547797,00;-12416,07;;;;;;;;;;;;
210267;24/08/2023;RUJ 4I21;DOM PEDRO CAMBUÍ;71592;DIESEL;DIESEL;10,19;;5,99;61,04;R$ 5,99;87,00;8,54;;;;;;;;;;;;
6873;25/08/2023;EBO 0I79;REDETUKAS;495661;DIESEL;DIESEL;342,00;;5,80;1983,60;R$ 0,00;274095,00;801,45;;;;;;;;;;;;
6873;25/08/2023;EWJ 1D79;REDETUKAS;677055;DIESEL;DIESEL;73,00;;5,80;423,40;R$ 0,00;534483,00;7321,68;;;;;;;;;;;;
6873;25/08/2023;FHI 8909;REDETUKAS;334272;DIESEL;DIESEL;35,00;;5,80;203,00;R$ 0,00;-45553,00;-1301,51;;;;;;;;;;;;
325404;25/08/2023;FSR 0H16;POSTO ZÉ RAMOS;109066;GASOLINA;GASOLINA;51,67;;5,89;304,34;R$ 5,89;-193135,00;-3737,78;;;;;;;;;;;;
203217;25/08/2023;FZG 5A23;TATITA FERNÃO DIAS;139258;ARLA;ARLA;14,65;5,27;3,69;R$ 48,77;R$ 3,33;;;;;;;;;;;;;;
6873;25/08/2023;FZG 5A23;REDETUKAS;139263;DIESEL;DIESEL;90,00;;5,80;R$ 522,00;R$ 5,80;-227635,00;-2529,28;;;;;;;;;;;;
6873;25/08/2023;HGJ 5319;REDETUKAS;152420;DIESEL;DIESEL;137,00;;5,80;R$ 794,60;R$ 5,80;-170623,00;-1245,42;;;;;;;;;;;;
1331018;25/08/2023;PVD 2450;AUTO POSTO CLARISTELA;644775;ARLA;ARLA;25,00;;3,19;79,75;R$ 3,19;;;;;;;;;;;;;;
1331018;25/08/2023;PVD 2450;AUTO POSTO CLARISTELA;644775;DIESEL;DIESEL;55,02;;6,29;346,08;R$ 6,29;274139,00;4982,53;;;;;;;;;;;;
203236;25/08/2023;PZA 3995;TATITA FERNÃO DIAS;292701;GASOLINA;GASOLINA;38,65;;5,69;R$ 219,92;R$ 5,69;51721,00;1338,19;;;;;;;;;;;;
6873;25/08/2023;QPA 8450;REDETUKAS;323446;DIESEL;DIESEL;95,00;;5,80;551,00;R$ 5,80;-86960,00;-915,37;;;;;;;;;;;;
6873;25/08/2023;QQM 5087;REDETUKAS;267619;DIESEL;DIESEL;56,00;;5,80;R$ 324,80;R$ 5,80;148248,00;2647,29;;;;;;;;;;;;
1311976;25/08/2023;QWS 8608;AUTO POSTO RVM MAX;241330;DIESEL;DIESEL;98,63;;6,29;620,38;R$ 6,29;-402621,00;-4082,14;;;;;;;;;;;;
34235;25/08/2023;RUJ 4I21;DOM PEDRO DE MIRACATU;71959;DIESEL;DIESEL;66,00;;5,99;395,34;R$ 5,99;-220192,00;-3336,24;;;;;;;;;;;;
1817359;26/08/2023;OQG 0668;POSTO MORADA DO SOL ;957667;DIESEL;DIESEL;308,80;419,96;7,32;R$ 1.840,46;R$ 5,96;587031,00;1901,00;;;;;;;;;;;;
Ajuste M.;27/08/2023;EWJ 1D79;;677099;;DIESEL;12,00;;;R$ 0,00;R$ 0,00;605594,00;50466,17;;;;;;;;;;;;
298599;27/08/2023;FZG 5A23;POSTO SCARIOT;140101;ARLA;ARLA;11,41;;3,19;R$ 36,39;R$ 3,19;;;;;;;;;;;;;;
298597;27/08/2023;FZG 5A23;POSTO SCARIOT;140101;DIESEL;DIESEL;192,14;251,7;7,30;R$ 1.150,94;R$ 5,99;-127518,00;-663,66;;;;;;;;;;;;
Ajuste M.;27/08/2023;RUJ 4I21;;72268;;DIESEL;38,53;;;R$ 0,00;R$ 0,00;-169062,00;-4387,80;;;;;;;;;;;;
698124;28/08/2023;BPQ 3I53;AUTO POSTO SACI;143086;DIESEL;DIESEL;33,93;;5,96;202,22;R$ 5,96;-500592,00;-14753,67;;;;;;;;;;;;
203941;28/08/2023;BPQ 3I53;TATITA FERNÃO DIAS;143397;DIESEL;DIESEL;36,69;;5,99;219,78;R$ 5,99;71438,00;1947,02;;;;;;;;;;;;
655941;28/08/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;620213;DIESEL;DIESEL;132,62;;5,58;R$ 740,02;R$ 5,58;619700,00;4672,75;;;;;;;;;;;;
6873;28/08/2023;CPN 2A40;REDETUKAS;370879;DIESEL;DIESEL;27,00;;5,80;156,60;R$ 0,00;-249334,00;-9234,59;;;;;;;;;;;;
875603;28/08/2023;CPN 2A40;BEIRA MINHO;371023;DIESEL;DIESEL;35,77;;5,99;214,26;R$ 5,99;299064,00;8360,75;;;;;;;;;;;;
203943;28/08/2023;EZT 5167;TATITA FERNÃO DIAS;227624;GASOLINA;GASOLINA;39,10;;5,69;222,48;R$ 5,69;-143399,00;-3667,49;;;;;;;;;;;;
299086;28/08/2023;FZG 5A23;POSTO SCARIOT;140736;DIESEL;DIESEL;142,00;186,02;7,30;R$ 850,58;R$ 5,99;1473,00;10,37;;;;;;;;;;;;
203886;28/08/2023;GGN 2B61;TATITA FERNÃO DIAS;120742;ARLA;ARLA;57,30;20,63;3,69;190,80;R$ 3,33;;;;;;;;;;;;;;
326082;28/08/2023;GWI 4D64;POSTO ZÉ RAMOS;89695;DIESEL;DIESEL;225,87;;5,99;1352,96;R$ 5,99;-320711,00;-1419,89;;;;;;;;;;;;
6873;28/08/2023;HOB 1G50;REDETUKAS;673074;DIESEL;DIESEL;111,00;;5,80;R$ 643,80;R$ 5,80;432094,00;3892,74;;;;;;;;;;;;
6873;28/08/2023;NYF 1166;REDETUKAS;723409;DIESEL;DIESEL;121,00;;5,80;701,80;R$ 5,80;78864,00;651,77;;;;;;;;;;;;
6873;28/08/2023;OQD 1416;REDETUKAS;1036875;;DIESEL;456,00;;4,90;R$ 2.234,40;R$ 4,90;815016,00;1787,32;;;;;;;;;;;;
Ajuste M.;28/08/2023;OQK 6717;;319489;;DIESEL;86,32;;;R$ 0,00;R$ 0,00;180685,00;2093,20;;;;;;;;;;;;
